accession	name
NR_126305.1	Rosenbergiella australiborealis
NR_126304.1	Rosenbergiella collisarenosi
NR_126303.1	Rosenbergiella epipactidis
NR_126296.1	Idiomarina woesei
NR_126295.1	Rhizobium straminoryzae
NR_126291.1	Gibbsiella greigii
NR_126286.1	Geomicrobium sediminis
NR_126276.1	Streptomonospora sediminis
NR_126263.1	Niveispirillum fermenti
NR_126258.1	Kordia aquimaris
NR_126257.1	Chryseobacterium nakagawai
NR_126256.1	Chryseobacterium lactis
NR_126255.1	Chryseobacterium carnis
NR_126254.1	Chryseobacterium bernardetii
NR_126249.1	Lactobacillus mellis
NR_126248.1	Lactobacillus mellifer
NR_126247.1	Lactobacillus apinorum
NR_126246.1	Aquimarina amphilecti
NR_126243.1	Lactobacillus delbrueckii
NR_126241.1	Lihuaxuella thermophila
NR_126238.1	Galenea microaerophila
NR_126210.1	Pseudomonas aestusnigri
NR_126205.1	Halomonas lionensis
NR_126198.1	Sediminibacterium ginsengisoli
NR_126195.1	Butyricimonas paravirosa
NR_126194.1	Butyricimonas faecihominis
NR_126193.1	Lactobacillus furfuricola
NR_126190.1	Yoonia maritima
NR_126171.1	Lysinibacillus composti
NR_029364.2	Desulfovibrio longreachensis
NR_114790.2	Lactobacillus suebicus
NR_117738.2	Dickeya chrysanthemi
NR_117737.2	Dickeya chrysanthemi
NR_117736.2	Halorhodospira abdelmalekii
NR_117690.2	Oxobacter pfennigii
NR_117689.2	Oxobacter pfennigii
NR_117688.2	Oxobacter pfennigii
NR_117687.2	Oxobacter pfennigii
NR_043977.2	Alteromonas tagae
NR_029336.2	Desulfofundulus thermoacetoxidans
NR_025774.2	Serinicoccus marinus
NR_104559.2	Enterococcus gallinarum
NR_037054.2	Couchioplanes caeruleus
NR_116991.2	Streptomyces tacrolimicus
NR_114785.2	Enterococcus pseudoavium
NR_114779.2	Enterococcus cecorum
NR_114777.2	Enterococcus avium
NR_114788.2	Tetragenococcus halophilus
NR_114783.2	Enterococcus hirae
NR_114784.2	Enterococcus mundtii
NR_114787.2	Enterococcus sulfureus
NR_114786.2	Enterococcus saccharolyticus
NR_114778.2	Enterococcus casseliflavus
NR_114781.2	Enterococcus dispar
NR_114780.2	Enterococcus columbae
NR_125812.1	Chryseobacterium rhizosphaerae
NR_125811.1	Lactobacillus psittaci
NR_117646.2	Mesotoga infera
NR_115042.2	Acinetobacter baylyi
NR_125714.1	Xanthomonas arboricola
NR_125713.1	Maledivibacter halophilus
NR_125712.1	Spirulina major
NR_125711.1	Arthrospira platensis
NR_125710.1	Cellulosilyticum lentocellum
NR_125708.1	Empedobacter haloabium
NR_125700.1	Kastovskya adunca
NR_125695.1	Formosa arctica
NR_125693.1	Cylindrospermum badium
NR_125691.1	Pseudocitrobacter anthropi
NR_125689.1	Cylindrospermum marchicum
NR_125688.1	Cylindrospermum badium
NR_125687.1	Cylindrospermum majus
NR_125686.1	Cylindrospermum licheniforme
NR_125685.1	Cylindrospermum moravicum
NR_125684.1	Cylindrospermum moravicum
NR_125683.1	Cylindrospermum pellucidum
NR_125682.1	Cylindrospermum alatosporum
NR_125679.1	Photobacterium piscicola
NR_125676.1	Thermus caliditerrae
NR_125653.1	Shimia biformata
NR_125649.1	Edwardsiella piscicida
NR_125647.1	Phormidium etoshii
NR_125632.1	Rhizobium halotolerans
NR_125631.1	Aquibacter zeaxanthinifaciens
NR_125626.1	Komagataeibacter medellinensis
NR_125611.1	Mesoaciditoga lauensis
NR_125608.1	Mycoplasma verecundum
NR_125599.1	Arthrospira platensis
NR_125585.1	Oxynema thaianum
NR_125576.1	Tapinothrix clintonii
NR_125575.1	Lactobacillus brantae
NR_125568.1	Mycobacterium europaeum
NR_125567.1	Ectothiorhodospira mobilis
NR_125565.1	Bacillus andreesenii
NR_125564.1	Bacillus pervagus
NR_125562.1	Lactobacillus songhuajiangensis
NR_125561.1	Lactobacillus mudanjiangensis
NR_125559.1	Caballeronia telluris
NR_125558.1	Caballeronia terrestris
NR_125557.1	Ruegeria mediterranea
NR_125553.1	Jeotgalibaca dankookensis
NR_125539.1	Pectobacterium carotovorum
NR_125534.1	Agaricicola taiwanensis
NR_125532.1	Anoxybacillus calidus
NR_125530.1	Bacillus manliponensis
NR_125529.1	Chryseobacterium angstadtii
NR_125526.1	Luminiphilus syltensis
NR_125524.1	Alishewanella solinquinati
NR_125522.1	Planktothrix suspensa
NR_125521.1	Coleofasciculus chthonoplastes
NR_125520.1	Marinobacterium marisflavi
NR_125519.1	Vibrio navarrensis
NR_125516.1	Spiroplasma cantharicola
NR_125514.1	Archangium minus
NR_125509.1	Streptomyces roseoverticillatus
NR_125508.1	Caballeronia choica
NR_125507.1	Caballeronia telluris
NR_125506.1	Caballeronia humi
NR_125504.1	Acidipropionibacterium acidipropionici
NR_125501.1	Leptolyngbya boryana
NR_125490.1	Candidatus Rhodoluna
NR_125485.1	Enterococcus ureilyticus
NR_125482.1	Cellvibrio vulgaris
NR_125481.1	Synechococcus rubescens
NR_125480.1	Prochlorococcus marinus
NR_125473.1	Crenotalea thermophila
NR_125457.1	Streptomyces catbensis
NR_125453.1	Bacillus pakistanensis
NR_125452.1	Cellulomonas pakistanensis
NR_125448.1	Lactobacillus psittaci
NR_125447.1	Alsobacter metallidurans
NR_125445.1	Streptomyces albosporeus
NR_125444.1	Streptomyces thermolilacinus
NR_125443.1	Ampullariella violaceochromogenes
NR_125442.1	Leifsonia xyli
NR_116992.1	Pseudomonas composti
NR_114887.2	Bacteroides coprosuis
NR_122103.1	Thermoanaerobacterium thermostercoris
NR_122102.1	Tetragenococcus halophilus
NR_122093.1	Jhaorihella thermophila
NR_122091.1	Desulfovibrio africanus
NR_122089.1	Asaia astilbis
NR_122088.1	Yuhushiella deserti
NR_122083.1	Corallibacter vietnamensis
NR_122068.1	Desulfitobacterium hafniense
NR_122067.1	Desulfitobacterium hafniense
NR_122066.1	Paenibacillus sabinae
NR_122065.1	Paenibacillus sabinae
NR_122064.1	Paenibacillus sabinae
NR_122063.1	Paenibacillus sabinae
NR_122062.1	Corynebacterium casei
NR_122061.1	Clostridium saccharobutylicum
NR_122060.1	Vibrio alginolyticus
NR_122059.1	Vibrio alginolyticus
NR_122057.1	Serratia liquefaciens
NR_122056.1	Desulfitobacterium hafniense
NR_122054.1	Paenibacillus sabinae
NR_122053.1	Kutzneria albida
NR_122052.1	Corynebacterium casei
NR_122051.1	Clostridium saccharobutylicum
NR_122050.1	Vibrio alginolyticus
NR_121797.1	Desulfitobacterium hafniense
NR_121782.1	Corynebacterium glyciniphilum
NR_121761.1	Bacillus toyonensis
NR_121758.1	Clostridium autoethanogenum
NR_121745.1	Gloeobacter kilaueensis
NR_121742.1	Yersinia similis
NR_121740.1	Sulfurospirillum multivorans
NR_121739.1	Stenotrophomonas rhizophila
NR_121738.1	Spiroplasma sabaudiense
NR_121737.1	Spiroplasma culicicola
NR_121736.1	Sphingomonas sanxanigenens
NR_121733.1	Pseudomonas knackmussii
NR_121731.1	Mycoplasma bovoculi
NR_121730.1	Legionella oakridgensis
NR_121729.1	Kutzneria albida
NR_121727.1	Gilliamella apicola
NR_121725.1	Peptoclostridium acidaminophilum
NR_121724.1	Dyella jiangningensis
NR_121723.1	Desulfurella acetivorans
NR_121721.1	Corynebacterium vitaeruminis
NR_121718.1	Borrelia coriaceae
NR_121717.1	Bordetella holmesii
NR_121716.1	Advenella mimigardefordensis
NR_121715.1	Desulfovibrio hydrothermalis
NR_121714.1	Ehrlichia muris
NR_121710.1	Clostridium saccharobutylicum
NR_121709.1	Vibrio alginolyticus
NR_121708.1	Spiroplasma apis
NR_121706.1	Paracoccus aminophilus
NR_121705.1	Desulfovibrio gigas
NR_121704.1	Actinoplanes friuliensis
NR_121703.1	Serratia liquefaciens
NR_121702.1	Spiroplasma diminutum
NR_121701.1	Spiroplasma taiwanense
NR_121698.1	Methylophaga frappieri
NR_121696.1	Adlercreutzia equolifaciens
NR_121695.1	Sulfuricella denitrificans
NR_121691.1	Patulibacter medicamentivorans
NR_121690.1	Sulfurimonas gotlandica
NR_121688.1	Neisseria sicca
NR_121687.1	Neisseria cinerea
NR_121686.1	[Bacteroides] pectinophilus
NR_121685.1	Algoriphagus machipongonensis
NR_121684.1	Congregibacter litoralis
NR_121678.1	Desulfuromonas acetoxidans
NR_121591.1	Thermoanaerobacter pseudethanolicus
NR_075062.2	Micrococcus luteus
NR_119372.1	Brenneria rubrifaciens
NR_119371.1	Brenneria salicis
NR_119370.1	Brenneria nigrifluens
NR_119369.1	Pantoea cypripedii
NR_119368.1	Dickeya chrysanthemi
NR_119367.1	Pectobacterium carotovorum
NR_119366.1	Erwinia amylovora
NR_119365.1	Erwinia rhapontici
NR_119364.1	Erwinia persicina
NR_119363.1	Erwinia mallotivora
NR_119362.1	Pantoea ananatis
NR_119361.1	Pantoea stewartii
NR_119360.1	Acinetobacter junii
NR_119359.1	Acinetobacter haemolyticus
NR_119358.1	Acinetobacter baumannii
NR_119357.1	Acinetobacter calcoaceticus
NR_119356.1	Nocardia wallacei
NR_119355.1	Pimelobacter simplex
NR_119354.1	Nocardioides plantarum
NR_119353.1	Nocardioides jensenii
NR_119352.1	Aeromicrobium fastidiosum
NR_119351.1	Luteococcus japonicus
NR_119349.1	Streptomyces rutgersensis
NR_119348.1	Streptomyces gougerotii
NR_119347.1	Streptomyces intermedius
NR_119346.1	Streptomyces canescens
NR_119345.1	Streptomyces felleus
NR_119344.1	Streptomyces sampsonii
NR_119343.1	Streptomyces limosus
NR_119342.1	Streptomyces coelicolor
NR_119341.1	Streptomyces albidoflavus
NR_119340.1	Pseudomonas chlororaphis
NR_119337.1	[Clostridium] paradoxum
NR_119336.1	[Clostridium] paradoxum
NR_119335.1	[Clostridium] paradoxum
NR_119334.1	[Clostridium] paradoxum
NR_119333.1	[Clostridium] paradoxum
NR_119332.1	[Clostridium] paradoxum
NR_119331.1	[Clostridium] paradoxum
NR_119330.1	[Clostridium] paradoxum
NR_119329.1	[Clostridium] paradoxum
NR_119328.1	[Clostridium] paradoxum
NR_119327.1	[Clostridium] paradoxum
NR_119326.1	[Clostridium] paradoxum
NR_119325.1	[Clostridium] paradoxum
NR_119324.1	[Clostridium] paradoxum
NR_119323.1	[Clostridium] paradoxum
NR_119322.1	[Clostridium] paradoxum
NR_119319.1	Halanaerobium saccharolyticum
NR_119318.1	Halanaerobium saccharolyticum
NR_119313.1	Nocardia uniformis
NR_119311.1	Eubacterium nodatum
NR_119310.1	Hydrogenobacter thermophilus
NR_119308.1	Hydrogenibacillus schlegelii
NR_119307.1	Kyrpidia tusciae
NR_119306.1	Geobacillus thermodenitrificans
NR_119305.1	Geobacillus thermocatenulatus
NR_119304.1	Helicobacter pylori
NR_119303.1	Actinopolyspora mortivallis
NR_119302.1	Vibrio cholerae
NR_119297.1	Pseudonocardia halophobica
NR_119296.1	Bartonella bacilliformis
NR_119294.1	Acidiphilium cryptum
NR_119293.1	Enterococcus dispar
NR_119290.1	Enterococcus sulfureus
NR_119287.1	Syntrophococcus sucromutans
NR_119286.1	[Clostridium] cocleatum
NR_119285.1	[Clostridium] scindens
NR_119284.1	Pseudoclostridium thermosuccinogenes
NR_119283.1	Clostridium autoethanogenum
NR_119282.1	Clostridium putrefaciens
NR_119281.1	Clostridium haemolyticum
NR_119280.1	Enterococcus casseliflavus
NR_119279.1	Raoultella planticola
NR_119278.1	Klebsiella pneumoniae
NR_119277.1	Klebsiella oxytoca
NR_119276.1	Klebsiella pneumoniae
NR_119275.1	Lactobacillus nagelii
NR_119274.1	Lactobacillus crispatus
NR_119273.1	Trichococcus flocculiformis
NR_119272.1	Microbacterium terregens
NR_119271.1	Microbacterium terrae
NR_119270.1	Microbacterium saperdae
NR_119269.1	Microbacterium luteolum
NR_119268.1	Microbacterium keratanolyticum
NR_119267.1	Caballeronia glathei
NR_119266.1	Paracoccus versutus
NR_119265.1	Paracoccus versutus
NR_119264.1	Paracoccus denitrificans
NR_119262.1	Macrococcus caseolyticus
NR_119261.1	Kitasatospora aureofaciens
NR_119260.1	Microbacterium keratanolyticum
NR_119259.1	Desemzia incerta
NR_119257.1	Filomicrobium fusiforme
NR_119256.1	Pantoea stewartii
NR_119255.1	Erwinia billingiae
NR_119254.1	Deinococcus geothermalis
NR_119252.1	Staphylococcus caprae
NR_119251.1	Thiorhodovibrio winogradskyi
NR_119250.1	Lamprocystis purpurea
NR_119248.1	Pelistega europaea
NR_119247.1	Desulfallas thermosapovorans
NR_119246.1	Desulfofundulus thermobenzoicus
NR_119245.1	Desulfallas geothermicus
NR_119244.1	Actinotignum schaalii
NR_119242.1	Chlorobium phaeovibrioides
NR_119241.1	Actinomyces graevenitzii
NR_119240.1	Pseudonocardia alni
NR_119239.1	Pseudonocardia halophobica
NR_119238.1	Paracoccus solventivorans
NR_119232.1	Desulfovibrio halophilus
NR_119231.1	Listeria welshimeri
NR_119230.1	Rubrobacter radiotolerans
NR_119229.1	Thermomonospora curvata
NR_119228.1	Capnocytophaga granulosa
NR_119227.1	Capnocytophaga canimorsus
NR_119226.1	Capnocytophaga cynodegmi
NR_119225.1	Pseudomonas multiresinivorans
NR_119224.1	Weissella hellenica
NR_119221.1	Leuconostoc carnosum
NR_119220.1	Stenotrophomonas maltophilia
NR_119219.1	Xanthomonas campestris
NR_119218.1	Salinivibrio costicola
NR_119217.1	Blautia producta
NR_119216.1	Azorhizobium caulinodans
NR_119214.1	Raoultella planticola
NR_119213.1	Hamadaea tsunoensis
NR_119212.1	Asanoa ferruginea
NR_119211.1	Catellatospora citrea
NR_119210.1	Dactylosporangium salmoneum
NR_119209.1	Actinoplanes philippinensis
NR_119208.1	Actinoplanes cyaneus
NR_119206.1	Sulfobacillus thermosulfidooxidans
NR_119205.1	Brachybacterium faecium
NR_119204.1	Azospirillum largimobile
NR_119197.1	Streptosporangium vulgare
NR_119196.1	Streptosporangium violaceochromogenes
NR_119195.1	Streptosporangium fragile
NR_119194.1	Acrocarpospora corrugata
NR_119193.1	Mycobacterium paraffinicum
NR_119192.1	Mycolicibacillus trivialis
NR_119191.1	Bradyrhizobium japonicum
NR_119190.1	Aeromonas hydrophila
NR_119189.1	Halomonas salina
NR_119188.1	Johnsonella ignava
NR_119186.1	Rubinisphaera brasiliensis
NR_119184.1	Nocardia pseudobrasiliensis
NR_119182.1	Corynebacterium minutissimum
NR_119181.1	Actinosynnema mirum
NR_119180.1	Corynebacterium xerosis
NR_119179.1	Corynebacterium matruchotii
NR_119178.1	Corynebacterium urealyticum
NR_119177.1	Lentzea albidocapillata
NR_119176.1	Corynebacterium pseudodiphtheriticum
NR_119175.1	Corynebacterium pseudotuberculosis
NR_119174.1	Corynebacterium renale
NR_119173.1	Corynebacterium tuberculostearicum
NR_119172.1	Corynebacterium pilosum
NR_119171.1	Corynebacterium amycolatum
NR_119170.1	Veillonella atypica
NR_119169.1	Veillonella dispar
NR_119168.1	Veillonella parvula
NR_119167.1	Corynebacterium argentoratense
NR_119166.1	Parabacteroides merdae
NR_119165.1	Bacteroides ovatus
NR_119164.1	Bacteroides fragilis
NR_119163.1	Terrabacter tumescens
NR_119162.1	Jonesia denitrificans
NR_119161.1	Oerskovia turbata
NR_119160.1	Actinotalea fermentans
NR_119157.1	Bacillus oleronius
NR_119156.1	Mycobacterium shimoidei
NR_119155.1	Actinomyces slackii
NR_119153.1	Xenorhabdus beddingii
NR_119152.1	Xenorhabdus poinarii
NR_119151.1	Xenorhabdus bovienii
NR_119150.1	Xenorhabdus nematophila
NR_119149.1	Mycobacteroides chelonae
NR_119148.1	Mycobacteroides abscessus
NR_119147.1	Pseudoalteromonas piscicida
NR_119143.1	Moritella marina
NR_119142.1	Pseudoalteromonas tetraodonis
NR_119141.1	Shewanella putrefaciens
NR_119140.1	Corynebacterium mycetoides
NR_119139.1	Corynebacterium minutissimum
NR_119138.1	Corynebacterium kutscheri
NR_119137.1	Corynebacterium jeikeium
NR_119136.1	Corynebacterium flavescens
NR_119135.1	Corynebacterium diphtheriae
NR_119134.1	Corynebacterium cystitidis
NR_119133.1	Corynebacterium ammoniagenes
NR_119132.1	Corynebacterium callunae
NR_119131.1	Rubinisphaera brasiliensis
NR_119130.1	Pirellula staleyi
NR_119129.1	Rhodococcus rhodnii
NR_119128.1	Rhodococcus zopfii
NR_119127.1	Rhodococcus marinonascens
NR_119126.1	Rhodococcus fascians
NR_119125.1	Rhodococcus erythropolis
NR_119124.1	Rhodococcus coprophilus
NR_119123.1	Gordonia aichiensis
NR_119122.1	Gordonia sputi
NR_119121.1	Gordonia terrae
NR_119120.1	Dietzia maris
NR_119119.1	Corynebacterium pseudodiphtheriticum
NR_119118.1	Corynebacterium propinquum
NR_119117.1	Gordonia rubripertincta
NR_119116.1	Corynebacterium striatum
NR_119114.1	Acinetobacter johnsonii
NR_119113.1	Acinetobacter calcoaceticus
NR_119111.1	Tissierella praeacuta
NR_119110.1	Desulfallas geothermicus
NR_119109.1	Pseudescherichia vulneris
NR_119108.1	Salmonella enterica
NR_119107.1	Rhodococcus corynebacterioides
NR_119106.1	Nocardia brasiliensis
NR_119105.1	Nocardia asteroides
NR_119104.1	Pseudonocardia petroleophila
NR_119103.1	Nocardia seriolae
NR_119102.1	Schaalia odontolytica
NR_119101.1	Streptomyces lincolnensis
NR_119099.1	Nitrospirillum amazonense
NR_119098.1	Cellulomonas biazotea
NR_119097.1	Cellulomonas fimi
NR_119096.1	Cellulomonas cellasea
NR_119095.1	Cellulosimicrobium cellulans
NR_119094.1	Streptomyces bluensis
NR_119092.1	Gloeothece membranacea
NR_119091.1	Clostridium acetobutylicum
NR_119090.1	Clostridium felsineum
NR_119089.1	Fusobacterium mortiferum
NR_119088.1	Moorella thermoautotrophica
NR_119087.1	Peptoclostridium litorale
NR_119086.1	Oxalophagus oxalicus
NR_119085.1	[Clostridium] polysaccharolyticum
NR_119084.1	Clostridium magnum
NR_119083.1	Clostridium algidicarnis
NR_119082.1	Leifsonia aquatica
NR_119081.1	Agromyces cerinus
NR_119080.1	Saccharothrix longispora
NR_119079.1	Saccharothrix coeruleofusca
NR_119078.1	Pseudonocardia compacta
NR_119077.1	Pseudonocardia saturnea
NR_119076.1	Pseudonocardia hydrocarbonoxydans
NR_119075.1	Actinokineospora riparia
NR_119074.1	Terrisporobacter glycolicus
NR_119073.1	Dermabacter hominis
NR_119070.1	Bacillus horikoshii
NR_119069.1	Lactobacillus reuteri
NR_119068.1	[Clostridium] aerotolerans
NR_119067.1	Cellulosilyticum lentocellum
NR_119066.1	Paraclostridium bifermentans
NR_119065.1	Gordonia bronchialis
NR_119064.1	Yersinia aldovae
NR_119063.1	Yersinia ruckeri
NR_119062.1	Shinella zoogloeoides
NR_119061.1	Vibrio vulnificus
NR_119060.1	Vibrio splendidus
NR_119059.1	Vibrio pelagius
NR_119058.1	Vibrio parahaemolyticus
NR_119056.1	Moritella marina
NR_119055.1	Grimontia hollisae
NR_119054.1	Vibrio harveyi
NR_119053.1	Vibrio fluvialis
NR_119052.1	Photobacterium damselae
NR_119051.1	Vibrio cholerae
NR_119050.1	Vibrio campbellii
NR_119049.1	Vibrio alginolyticus
NR_119048.1	Plesiomonas shigelloides
NR_119047.1	Photobacterium phosphoreum
NR_119046.1	Photobacterium angustum
NR_119045.1	Aeromonas veronii
NR_119044.1	Aeromonas sobria
NR_119043.1	Aeromonas schubertii
NR_119042.1	Aeromonas salmonicida
NR_119041.1	Aeromonas media
NR_119040.1	Aeromonas jandaei
NR_119039.1	Aeromonas hydrophila
NR_119038.1	Porphyromonas gingivalis
NR_119036.1	Paeniclostridium ghonii
NR_119035.1	[Clostridium] sphenoides
NR_119034.1	Asaccharospora irregularis
NR_119032.1	Clostridium paraputrificum
NR_119031.1	Clostridium puniceum
NR_119030.1	[Clostridium] spiroforme
NR_119029.1	Clostridium cellulovorans
NR_119028.1	Legionella jamestowniensis
NR_119027.1	Legionella israelensis
NR_119026.1	Legionella cincinnatiensis
NR_119025.1	Fluoribacter dumoffii
NR_119024.1	Legionella cherrii
NR_119023.1	Legionella wadsworthii
NR_119022.1	Legionella steigerwaltii
NR_119021.1	Legionella sainthelensi
NR_119020.1	Legionella rubrilucens
NR_119019.1	Legionella oakridgensis
NR_119018.1	Legionella jordanis
NR_119017.1	Legionella anisa
NR_119016.1	Erythrobacter litoralis
NR_119015.1	Erythromicrobium ramosum
NR_119014.1	Actinoplanes philippinensis
NR_119013.1	Dactylosporangium aurantiacum
NR_119012.1	Actinomyces neuii
NR_119011.1	Actinomyces neuii
NR_119007.1	Bifidobacterium animalis
NR_119005.1	Vibrio ordalii
NR_119004.1	Saccharococcus thermophilus
NR_119003.1	Kurthia zopfii
NR_119002.1	Kurthia gibsonii
NR_119001.1	Thermoanaerobacter acetoethylicus
NR_118999.1	Clostridium subterminale
NR_118998.1	Streptococcus thermophilus
NR_118996.1	Bacillus licheniformis
NR_118995.1	Clostridium estertheticum
NR_118993.1	Rhizobium leucaenae
NR_118992.1	Mesorhizobium loti
NR_118991.1	Agrobacterium rubi
NR_118990.1	Neorhizobium galegae
NR_118989.1	Agrobacterium vitis
NR_118988.1	Sinorhizobium meliloti
NR_118987.1	Azorhizobium caulinodans
NR_118986.1	Paraburkholderia caryophylli
NR_118985.1	Robbsia andropogonis
NR_118982.1	Bradyrhizobium denitrificans
NR_118981.1	Bradyrhizobium japonicum
NR_118978.1	Lactobacillus fermentum
NR_118977.1	Lactobacillus vaginalis
NR_118976.1	Lactobacillus casei
NR_118975.1	Lactobacillus animalis
NR_118974.1	Lactobacillus sanfranciscensis
NR_118973.1	Lactobacillus oris
NR_118971.1	Bacillus smithii
NR_118970.1	Psychrobacillus insolitus
NR_118969.1	Parageobacillus thermoglucosidasius
NR_118967.1	Bacillus simplex
NR_118966.1	Bacillus psychrosaccharolyticus
NR_118965.1	Sporosarcina psychrophila
NR_118963.1	Sporosarcina pasteurii
NR_118962.1	Bacillus megaterium
NR_118956.1	Paenibacillus larvae
NR_118955.1	Bacillus firmus
NR_118952.1	Brevibacillus brevis
NR_118951.1	Bacillus azotoformans
NR_118950.1	Bacillus amyloliquefaciens
NR_118949.1	Bacillus alcalophilus
NR_118948.1	Bacillus lentus
NR_118947.1	Aeromonas veronii
NR_118946.1	Aeromonas eucrenophila
NR_118945.1	Aeromonas salmonicida
NR_118944.1	Aeromonas hydrophila
NR_118943.1	Legionella maceachernii
NR_118942.1	Streptococcus vestibularis
NR_118939.1	Streptococcus pneumoniae
NR_118938.1	Streptococcus intermedius
NR_118937.1	Streptococcus anginosus
NR_118935.1	Streptococcus sobrinus
NR_118934.1	Streptococcus downei
NR_118933.1	Streptococcus mutans
NR_118932.1	Streptococcus macacae
NR_118931.1	Grimontia hollisae
NR_118930.1	Vibrio vulnificus
NR_118928.1	Vibrio parahaemolyticus
NR_118927.1	Vibrio proteolyticus
NR_118925.1	Vibrio diazotrophicus
NR_118924.1	Enterococcus columbae
NR_118923.1	Listeria innocua
NR_118922.1	Listeria ivanovii
NR_118921.1	Listeria grayi
NR_118920.1	Listeria welshimeri
NR_118919.1	Listeria seeligeri
NR_118918.1	Enterococcus saccharolyticus
NR_118917.1	Mycobacterium asiaticum
NR_118916.1	Mycolicibacterium vaccae
NR_118915.1	Mycolicibacterium gilvum
NR_118914.1	Mycolicibacterium chubuense
NR_118913.1	Mycolicibacterium diernhoferi
NR_118910.1	Carnobacterium maltaromaticum
NR_118909.1	Saccharomonospora viridis
NR_118908.1	Amycolatopsis methanolica
NR_118907.1	Carnobacterium mobile
NR_118905.1	Carnobacterium gallinarum
NR_118900.1	Actinomyces naeslundii
NR_118899.1	Actinomyces bovis
NR_118898.1	Acidipropionibacterium thoenii
NR_118894.1	Nocardioides jensenii
NR_118893.1	Nocardioides albus
NR_118892.1	Tsukamurella paurometabola
NR_118891.1	Gordonia terrae
NR_118890.1	Actinokineospora fastidiosa
NR_118889.1	Amycolatopsis azurea
NR_118888.1	Saccharopolyspora erythraea
NR_118887.1	Saccharopolyspora hirsuta
NR_118886.1	Pseudonocardia thermophila
NR_118884.1	Streptomyces brasiliensis
NR_118883.1	Mycolicibacterium fortuitum
NR_118882.1	Mycobacterium xenopi
NR_118881.1	Mycolicibacter terrae
NR_118880.1	Mycobacterium scrofulaceum
NR_118879.1	Mycobacterium gastri
NR_118878.1	Hirschia baltica
NR_118874.1	Renibacterium salmoninarum
NR_118871.1	Clavibacter michiganensis
NR_118870.1	Saccharopolyspora hirsuta
NR_118869.1	Kitasatospora phosalacinea
NR_118868.1	Kitasatospora cystarginea
NR_118867.1	Shewanella hanedai
NR_118866.1	Shewanella algae
NR_118865.1	Pseudodesulfovibrio profundus
NR_118864.1	Aeromonas diversa
NR_118863.1	Corynebacterium jeikeium
NR_118861.1	Colwellia hornerae
NR_118859.1	Brenneria rubrifaciens
NR_118858.1	Erwinia rhapontici
NR_118857.1	Pantoea cypripedii
NR_118856.1	Dickeya chrysanthemi
NR_118855.1	Pectobacterium carotovorum
NR_118854.1	Erwinia amylovora
NR_118853.1	Klebsiella oxytoca
NR_118851.1	Carboxydothermus ferrireducens
NR_118844.1	Sphingobium chlorophenolicum
NR_118843.1	Micromonospora echinospora
NR_118842.1	Micromonospora chalcea
NR_118841.1	Dactylosporangium roseum
NR_118840.1	Dactylosporangium aurantiacum
NR_118839.1	Actinomadura madurae
NR_118838.1	Mycoplasma alligatoris
NR_118835.1	Desulfovibrio gracilis
NR_118834.1	Paenibacillus apiarius
NR_118831.1	Actinomadura kijaniata
NR_118830.1	Actinomadura fulvescens
NR_118829.1	Actinomadura echinospora
NR_118828.1	Actinomadura citrea
NR_118827.1	Sphaerisporangium viridialbum
NR_118826.1	Streptosporangium roseum
NR_118825.1	Streptosporangium pseudovulgare
NR_118824.1	Streptosporangium nondiastaticum
NR_118823.1	Streptosporangium longisporum
NR_118822.1	Acrocarpospora corrugata
NR_118821.1	Microbispora amethystogenes
NR_118820.1	Nonomuraea salmonea
NR_118819.1	Nonomuraea roseola
NR_118818.1	Nonomuraea pusilla
NR_118817.1	Microtetraspora glauca
NR_118816.1	Desulfohalobium retbaense
NR_118815.1	Psychrobacter phenylpyruvicus
NR_118814.1	Psychrobacter frigidicola
NR_118813.1	Psychrobacter urativorans
NR_118811.1	Mycoplasma agalactiae
NR_118809.1	Capnocytophaga haemolytica
NR_118808.1	Psychrobacter immobilis
NR_118806.1	Sphingomonas paucimobilis
NR_118803.1	Halanaerobacter chitinivorans
NR_118802.1	Halobacteroides halobius
NR_118801.1	Halanaerobium acetethylicum
NR_118799.1	Thiomonas thermosulfata
NR_118798.1	Pseudomonas stutzeri
NR_118796.1	Mycoplasma capricolum
NR_118793.1	Bifidobacterium bifidum
NR_118792.1	Sphingomonas paucimobilis
NR_118791.1	Novosphingobium stygium
NR_118790.1	Novosphingobium subterraneum
NR_118789.1	Novosphingobium aromaticivorans
NR_118784.1	Clostridium acetobutylicum
NR_118782.1	Mogibacterium timidum
NR_118781.1	Eubacterium nodatum
NR_118780.1	[Eubacterium] infirmum
NR_118779.1	[Eubacterium] brachy
NR_118775.1	Moraxella catarrhalis
NR_118774.1	Bifidobacterium thermophilum
NR_118773.1	Bordetella avium
NR_118771.1	Weissella hellenica
NR_118770.1	Bradyrhizobium denitrificans
NR_118768.1	Erythrobacter longus
NR_118763.1	Rodentibacter pneumotropicus
NR_118762.1	Haemophilus parainfluenzae
NR_118760.1	Actinobacillus equuli
NR_118759.1	Actinobacillus capsulatus
NR_118758.1	Actinobacillus lignieresii
NR_118757.1	Glaesserella parasuis
NR_118756.1	Haemophilus haemoglobinophilus
NR_118755.1	Actinobacillus capsulatus
NR_118754.1	Avibacterium gallinarum
NR_118753.1	Avibacterium paragallinarum
NR_118752.1	Gallibacterium anatis
NR_118751.1	Pasteurella langaaensis
